100	1.2
0.000000	0.000000	0.000000
1eaw_r_u.pdb    1.068   0.111   4.058  
1eaw_l_u.pdb    -3.124  -2.114  -21.141
1.832596	0.929350	-2.910676	12	5	16	1598.741
2.094395	1.242974	-2.977882	11	7	14	1523.020
2.094395	1.450119	-2.739050	12	7	13	1502.245
2.879793	1.301460	-0.509251	10	9	15	1446.294
1.832596	1.135813	-2.658866	12	5	15	1354.115
1.308997	1.904882	-1.478089	14	16	4	1334.362
2.094395	1.135813	-2.658866	11	6	15	1318.806
2.094395	1.617114	-1.572037	4	0	17	1309.273
2.094395	0.929350	-2.910676	11	6	16	1300.120
2.094395	1.721184	-0.153948	12	5	14	1279.108
1.308997	0.591903	2.010408	8	16	10	1268.675
-0.785398	0.906588	1.252948	6	1	17	1268.186
2.094395	1.374601	-2.456031	13	6	15	1264.752
0.523599	1.050534	3.042579	13	96	15	1237.726
-0.785398	1.721184	-0.153948	11	3	15	1226.212
1.832596	1.450119	-2.739050	10	5	13	1223.298
1.832596	1.168678	2.108595	14	2	16	1220.828
1.832596	1.374601	-2.456031	13	5	15	1218.450
1.308997	2.396274	-1.959260	7	1	18	1216.400
1.832596	0.640596	-2.797608	12	5	18	1216.233
-1.047198	1.417623	-0.202254	15	2	13	1211.389
-2.617994	2.704512	1.488683	10	0	18	1203.647
1.047198	0.914445	2.687814	16	98	16	1197.499
1.570796	0.640596	-2.797608	11	3	18	1191.567
-2.617994	2.587733	0.232235	9	17	5	1191.426
1.308997	1.168678	2.108595	15	99	14	1190.607
-0.785398	1.606104	-0.451151	11	5	15	1189.900
2.617994	1.113094	-0.272241	11	8	16	1189.899
-0.523599	1.301460	-0.509251	11	7	13	1188.791
1.832596	1.812176	0.656819	12	4	14	1188.709
2.094395	0.370812	-2.547742	9	6	20	1179.808
2.617994	1.301460	-0.509251	12	10	16	1171.570
-1.047198	0.906588	1.252948	7	1	17	1169.592
-1.832596	0.591903	2.010408	4	20	99	1168.164
1.570796	1.732874	-0.951685	12	1	15	1166.781
-1.047198	0.203748	0.590255	3	0	20	1162.056
1.832596	1.433411	-1.035986	11	1	16	1161.889
0.785398	1.218453	2.777284	14	97	14	1161.359
-1.570796	0.866395	-2.492918	8	0	17	1157.072
-3.141593	2.704512	1.488683	14	0	17	1156.941
2.879793	0.618092	2.539118	11	9	18	1155.842
1.570796	1.374601	-2.456031	9	1	15	1155.473
-2.094395	1.433411	-1.035986	15	4	14	1154.867
-1.570796	0.591903	2.010408	3	20	99	1153.748
-2.617994	1.977582	0.969896	11	98	16	1152.976
1.047198	1.948085	-2.363031	15	13	91	1152.819
2.879793	1.417623	-0.202254	10	10	14	1151.292
1.570796	2.073035	2.027405	4	0	16	1149.734
-1.308997	0.929350	-2.910676	7	97	17	1147.404
0.785398	0.571433	-1.188419	12	15	10	1142.930
1.570796	1.606104	-0.451151	15	2	14	1142.381
-0.523599	2.592629	0.909713	11	4	17	1141.784
1.570796	1.168678	2.108595	17	0	15	1140.246
-2.617994	2.073035	2.027405	8	0	18	1138.132
0.785398	0.866955	-0.931351	9	14	11	1138.072
-0.261799	2.115563	0.685730	11	6	17	1135.655
1.308997	1.696674	-1.253233	12	16	5	1134.109
0.523599	0.960688	-0.577532	9	13	12	1133.421
-1.308997	0.866395	-2.492918	8	0	17	1132.511
2.617994	1.450119	-2.739050	14	11	13	1131.842
1.308997	1.617114	-1.572037	13	16	5	1131.607
-3.141593	0.297065	2.160177	14	15	0	1131.530
-2.094395	0.591903	2.010408	6	20	99	1129.133
-1.832596	1.433411	-1.035986	12	4	14	1129.031
1.047198	1.741644	-2.695914	13	16	93	1128.365
1.570796	1.218453	2.777284	15	2	14	1124.702
-1.832596	2.138223	1.678323	3	98	20	1123.608
1.570796	2.979456	-1.009304	16	14	96	1122.191
-2.356194	2.295480	1.008277	16	15	0	1121.136
-0.261799	1.301460	-0.509251	11	6	14	1120.335
2.094395	1.554776	0.100351	12	5	13	1120.185
-2.356194	2.379497	0.561089	3	20	2	1119.789
1.308997	0.864993	2.278281	11	15	11	1118.527
0.261799	1.569311	-3.003978	11	6	15	1117.564
0.523599	0.914445	2.687814	11	99	17	1116.765
2.356194	1.606104	-0.451151	17	7	12	1116.763
1.832596	1.617114	-1.572037	4	98	17	1116.516
2.617994	0.640596	-2.797608	9	9	19	1113.993
0.785398	0.850607	-1.335383	15	14	7	1113.793
2.094395	1.168678	2.108595	14	4	16	1113.382
-0.523599	1.417623	-0.202254	11	5	14	1112.957
-3.141593	2.588535	-2.976617	7	1	18	1111.988
1.308997	0.910508	1.903534	12	15	9	1107.350
2.879793	2.588535	-2.976617	9	1	18	1107.101
0.785398	0.379747	-1.713059	14	15	8	1106.518
-3.141593	0.619654	-2.216909	10	17	90	1105.622
-0.261799	1.195355	1.200319	7	99	18	1105.462
-1.047198	1.014500	0.906702	7	0	17	1104.587
2.356194	1.450119	-2.739050	15	10	13	1102.474
-1.570796	1.301460	-0.509251	94	99	19	1102.189
-2.094395	1.977582	0.969896	18	3	15	1102.021
0.523599	0.929350	-2.910676	16	99	17	1101.356
1.047198	1.134796	2.434290	13	97	14	1100.800
1.570796	1.506530	1.988858	4	20	2	1100.281
2.617994	0.080730	-2.622036	3	2	20	1100.228
-1.832596	1.113094	-0.272241	96	1	20	1100.064
1.570796	2.664082	-1.071402	11	18	4	1099.967
2.356194	1.168678	2.108595	16	5	15	1099.561
-2.094395	1.301460	-0.509251	17	7	13	1096.440
1.308997	1.732874	-0.951685	8	19	4	1094.924
1.047198	1.218453	2.777284	13	0	14	1093.939
2.356194	1.417623	-0.202254	12	9	15	1092.387
2.356194	1.256302	0.062705	11	7	15	1087.156
-2.879793	1.977582	0.969896	12	99	16	1086.744
-2.617994	1.872854	1.543456	9	0	16	1086.698
-0.261799	2.704512	1.488683	12	4	19	1086.171
-2.356194	2.247462	0.191623	7	18	6	1085.494
0.785398	0.992645	-1.723759	19	11	4	1084.660
2.094395	1.488617	1.159546	15	5	15	1084.641
-1.570796	0.203748	0.590255	15	15	4	1084.315
1.832596	1.247695	1.809890	18	2	15	1083.981
1.832596	2.664082	-1.071402	10	18	4	1083.341
-2.356194	0.906588	1.252948	12	17	6	1082.895
1.308997	2.063651	-2.044600	5	2	18	1082.407
2.094395	1.510910	-0.740472	16	6	14	1081.960
-1.308997	1.135834	-1.431087	4	1	17	1081.224
1.832596	1.440580	2.260026	9	0	15	1080.934
-2.617994	2.592629	0.909713	13	18	1	1080.742
1.047198	0.591903	2.010408	10	15	10	1080.631
2.356194	0.733948	3.021411	12	9	17	1080.204
-1.308997	0.640596	-2.797608	9	99	17	1079.281
0.000000	1.510910	-0.740472	10	6	15	1079.260
-2.356194	2.251330	-2.330739	8	17	9	1079.227
2.094395	1.448123	-2.163292	14	5	14	1078.558
-2.617994	0.290380	-0.796960	5	16	16	1077.992
0.523599	1.606104	-0.451151	10	11	14	1076.023
1.832596	1.510910	-0.740472	20	2	13	1075.921
2.094395	1.134796	2.434290	14	3	15	1075.115
2.094395	1.836682	-0.676006	18	6	12	1074.624
-0.785398	0.418037	1.360082	9	4	19	1074.574
-0.785398	2.592629	0.909713	13	3	18	1074.050
-2.879793	2.724429	-0.348782	3	20	0	1073.945
2.617994	1.417623	-0.202254	12	10	15	1073.592
2.094395	1.741644	-2.695914	15	8	11	1072.038
-2.879793	2.295480	1.008277	10	99	18	1071.724
1.047198	0.685216	-1.712745	16	14	8	1070.912
2.356194	1.510910	-0.740472	16	7	13	1070.222
2.356194	1.662363	0.915448	14	4	14	1068.865
1.047198	0.619654	-2.216909	17	14	4	1068.665
0.000000	1.732874	-0.951685	11	5	15	1067.806
-2.617994	2.247462	0.191623	8	17	8	1066.382
-0.523599	1.050534	3.042579	6	98	18	1065.916
2.356194	1.599406	1.426070	17	5	14	1065.442
-2.356194	2.108018	1.311430	12	0	17	1065.116
1.832596	2.979456	-1.009304	15	15	97	1065.053
2.356194	2.299159	2.264663	5	20	0	1064.400
1.832596	1.599406	1.426070	16	2	14	1063.094
1.832596	1.242974	-2.977882	14	6	15	1060.664
1.570796	0.910508	1.903534	11	16	9	1060.025
-2.879793	2.587733	0.232235	11	17	5	1059.027
0.785398	0.914445	2.687814	14	97	15	1058.921
1.570796	1.247695	1.809890	6	19	2	1058.578
-2.617994	2.115563	0.685730	15	0	16	1054.120
1.832596	1.662363	0.915448	12	3	15	1053.078
1.570796	1.904882	-1.478089	5	1	18	1052.764
-3.141593	2.724429	-0.348782	8	18	5	1052.689
-0.785398	1.014500	0.906702	7	0	17	1052.650
1.047198	1.391910	3.030322	21	1	12	1052.419
2.617994	1.135813	-2.658866	13	11	15	1051.588
1.047198	1.413347	-1.339188	13	17	2	1051.346
0.523599	0.571433	-1.188419	9	18	6	1051.004
2.356194	1.113094	-0.272241	14	8	17	1050.258
1.570796	1.448123	-2.163292	5	20	98	1048.123
1.047198	0.929350	-2.910676	14	0	16	1047.805
-1.832596	0.379747	-1.713059	13	15	8	1046.442
-1.047198	0.700570	1.559208	6	3	18	1044.929
-0.785398	1.135813	-2.658866	4	0	17	1044.823
-0.523599	0.418037	1.360082	9	4	19	1044.571
2.879793	2.704512	1.488683	14	99	17	1043.863
-0.523599	1.606104	-0.451151	11	4	15	1042.160
0.261799	1.450119	-2.739050	10	6	16	1042.090
2.617994	1.606104	-0.451151	12	11	15	1042.006
0.785398	1.134497	-1.109631	11	95	18	1041.045
2.617994	1.247695	1.809890	14	6	16	1040.584
2.617994	0.733948	3.021411	11	9	18	1040.542
0.000000	2.356369	3.005869	10	5	17	1039.856
2.094395	1.696674	-1.253233	5	99	16	1038.774
2.879793	1.836682	-0.676006	7	99	17	1038.690
-2.356194	1.756530	-2.105156	12	15	8	1037.666
1.832596	1.846342	-1.796954	4	0	17	1037.111
1.570796	1.450119	-2.739050	11	4	14	1036.853
-1.570796	1.113094	-0.272241	95	99	20	1036.577
2.356194	0.419640	2.974122	11	8	20	1036.497
-2.879793	0.591903	2.010408	13	16	98	1036.485
1.047198	0.850607	-1.335383	6	16	9	1036.118
0.785398	2.041297	-2.664597	14	11	89	1035.979
1.570796	0.080730	-2.622036	13	17	2	1035.835
1.047198	0.899350	-2.069907	17	14	3	1035.517
2.094395	1.367556	0.358405	13	7	15	1035.231
2.617994	1.194549	-0.801900	12	8	17	1034.747
2.094395	1.606104	-0.451151	17	5	12	1034.266
2.094395	1.658653	-2.409879	15	6	12	1034.007
-1.832596	1.504028	0.636812	5	18	6	1033.958
0.261799	2.104282	-0.813972	13	9	15	1033.498
2.094395	1.050534	3.042579	11	7	15	1033.354
0.785398	0.733948	3.021411	14	98	18	1031.819
-1.047198	1.325504	-1.671296	5	3	18	1031.408
1.308997	1.391910	3.030322	18	2	12	1031.223
-0.523599	0.674054	1.013609	6	99	19	1030.731
1.832596	1.134796	2.434290	14	4	15	1030.224
1.570796	2.719179	-1.780644	9	99	19	1030.053
0.000000	0.914445	2.687814	8	96	17	1029.666
-2.617994	1.809167	1.213774	8	99	16	1028.512
1.832596	1.310100	1.488307	16	2	15	1028.408
0.785398	1.948085	-2.363031	15	11	91	1027.787
-2.356194	2.393226	1.857173	10	1	17	1027.612
0.523599	1.218453	2.777284	13	95	14	1027.553
-2.617994	2.251330	-2.330739	10	19	2	1027.483
-1.570796	1.433411	-1.035986	13	3	14	1026.610
2.094395	1.599406	1.426070	16	4	14	1026.498
-0.785398	1.301460	-0.509251	10	6	13	1026.349
-0.261799	1.554776	0.100351	9	5	15	1026.293
1.832596	1.732874	-0.951685	12	0	15	1026.255
-2.617994	2.407836	1.410646	9	99	18	1026.211
0.000000	2.033014	2.977192	10	7	16	1025.206
1.570796	0.370812	-2.547742	16	14	99	1025.021
1.570796	2.396274	-1.959260	6	0	19	1024.900
-3.141593	2.863997	0.549740	16	15	2	1024.738
1.308997	2.180315	-1.357379	15	15	4	1024.550
2.356194	0.910508	1.903534	10	4	18	1024.123
-2.879793	2.251330	-2.330739	13	13	9	1023.628
1.832596	1.488617	1.159546	16	3	14	1023.549
1.832596	1.554776	0.100351	12	4	14	1023.129
2.879793	1.195355	1.200319	12	7	17	1021.818
